physician_profile_id,physician_first_name,physician_last_name,submitting_applicable_manufacturer_or_applicable_gpo_name,total_amount_of_payment_usdollars,date_of_payment,nature_of_payment_or_transfer_of_value
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,122.93,2/6/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,8.92,3/4/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,16.26,7/20/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,10.7,2/10/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,5.36,2/12/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,4.59,1/23/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,118.6,3/5/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,16.61,9/14/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,74.68,3/11/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,99.88,2/10/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,5.36,2/6/2020,Food and Beverage
125574,HAN,PHAM HULEN,ORGANOGENESIS INC.,28.59,3/3/2020,Food and Beverage
149199,HANI,AGRAMA,ORGANOGENESIS INC.,14.76,1/20/2020,Food and Beverage
718438,HANSPAUL,MAKKAR,ORGANOGENESIS INC.,19.06,2/13/2020,Food and Beverage
718438,HANSPAUL,MAKKAR,ORGANOGENESIS INC.,19.52,7/17/2020,Food and Beverage
649214,HARDEEP,MINHAS,ORGANOGENESIS INC.,19.58,6/17/2020,Food and Beverage
649214,HARDEEP,MINHAS,ORGANOGENESIS INC.,11.26,9/23/2020,Food and Beverage
86073,HAROLD,CESAR,ORGANOGENESIS INC.,24.46,9/16/2020,Food and Beverage
86073,HAROLD,CESAR,ORGANOGENESIS INC.,12,7/16/2020,Food and Beverage
1060130,HAROLD,COUCH,ORGANOGENESIS INC.,34.43,8/5/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,6.54,10/2/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,7.63,9/29/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,6.12,9/25/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,7.45,7/29/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,4.66,9/3/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,111.15,9/17/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,7.26,8/28/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,6.79,8/6/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,7.24,8/12/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,117.67,6/4/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,5.66,7/14/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,29.04,7/10/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,7.8,7/22/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,3,10/8/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,2.71,9/21/2020,Food and Beverage
167170,HAROLD,LEDGER,ORGANOGENESIS INC.,6.72,8/25/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,4.6,8/14/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,3.4,9/4/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,1.56,9/18/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,3.68,9/22/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,6.08,7/17/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,20.15,4/17/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,2.7,5/15/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,5.07,6/1/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,16.35,7/31/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,8.98,5/1/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,29.32,10/22/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,2.01,10/1/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,7.98,5/12/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,2.93,9/4/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,13.69,6/12/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,2.01,7/2/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,2.68,5/29/2020,Food and Beverage
144299,HARRY,FISHER,ORGANOGENESIS INC.,4.86,9/18/2020,Food and Beverage
255759,HARRY,KEZELIAN,ORGANOGENESIS INC.,14.85,1/21/2020,Food and Beverage
173467,HARRY,KRAM,ORGANOGENESIS INC.,18.64,10/26/2020,Food and Beverage
1119292,HARRY,PRYWES,ORGANOGENESIS INC.,124.99,2/25/2020,Food and Beverage
1290361,HARRY,SHARATA,Organogenesis Inc.,23.51,2/5/2020,Food and Beverage
6941,HARRY,STUDDARD,ORGANOGENESIS INC.,18.85,5/13/2020,Food and Beverage
6941,HARRY,STUDDARD,ORGANOGENESIS INC.,19.16,1/15/2020,Food and Beverage
145011,HARRY,VILDIBILL,ORGANOGENESIS INC.,19.01,10/26/2020,Food and Beverage
2644460,HARSH,AMIN,ORGANOGENESIS INC.,19.89,1/13/2020,Food and Beverage
57175,HARSHAL,BROKER,ORGANOGENESIS INC.,46.22,3/5/2020,Food and Beverage
1170765,HARSHAVARDHAN,TATHIREDDY,ORGANOGENESIS INC.,93.1,3/4/2020,Food and Beverage
25340,HARVEY,HASHIMOTO,ORGANOGENESIS INC.,27.11,3/4/2020,Food and Beverage
25340,HARVEY,HASHIMOTO,ORGANOGENESIS INC.,17.47,1/21/2020,Food and Beverage
25340,HARVEY,HASHIMOTO,ORGANOGENESIS INC.,11.73,4/30/2020,Food and Beverage
1241806,HARVEY,LEFKOWITZ,ORGANOGENESIS INC.,19.55,9/29/2020,Food and Beverage
61452,HATIM,BURHANI,ORGANOGENESIS INC.,78.15,1/7/2020,Food and Beverage
61452,HATIM,BURHANI,ORGANOGENESIS INC.,54.46,6/30/2020,Food and Beverage
61452,HATIM,BURHANI,ORGANOGENESIS INC.,52.99,9/16/2020,Food and Beverage
663847,HAU,PHAM,ORGANOGENESIS INC.,21.32,2/26/2020,Food and Beverage
47485,HAYDEN,FRANKS,ORGANOGENESIS INC.,15.99,7/23/2020,Food and Beverage
47485,HAYDEN,FRANKS,ORGANOGENESIS INC.,12.96,10/26/2020,Food and Beverage
2351517,HAYWAN,CHIU,ORGANOGENESIS INC.,17.57,6/8/2020,Food and Beverage
2351517,HAYWAN,CHIU,ORGANOGENESIS INC.,19.45,8/27/2020,Food and Beverage
2351517,HAYWAN,CHIU,ORGANOGENESIS INC.,14.34,4/22/2020,Food and Beverage
1398370,HEATHER,AGUIRRE,ORGANOGENESIS INC.,15.07,2/24/2020,Food and Beverage
98641,HEATHER,COUCH,ORGANOGENESIS INC.,20.27,7/9/2020,Food and Beverage
1257811,HEATHER,CRAWFORD,ORGANOGENESIS INC.,19.94,1/21/2020,Food and Beverage
244974,HEATHER,KARU,ORGANOGENESIS INC.,18.67,2/27/2020,Food and Beverage
355047,HEATHER,MCKENZIE,ORGANOGENESIS INC.,12.94,5/22/2020,Food and Beverage
360763,HEATHER,PEARMAN,ORGANOGENESIS INC.,17.7,3/4/2020,Food and Beverage
360763,HEATHER,PEARMAN,ORGANOGENESIS INC.,19.62,9/12/2020,Food and Beverage
202290,HECTOR,GARCIA,ORGANOGENESIS INC.,14.27,1/15/2020,Food and Beverage
202290,HECTOR,GARCIA,ORGANOGENESIS INC.,19.33,7/30/2020,Food and Beverage
805080,HECTOR,LINARES,ORGANOGENESIS INC.,109.09,3/10/2020,Food and Beverage
9711,HENRY,BOREN,ORGANOGENESIS INC.,19.77,4/3/2020,Food and Beverage
1153667,HENRY,CASEY,ORGANOGENESIS INC.,79.92,10/1/2020,Food and Beverage
24848,HENRY,WILSON,ORGANOGENESIS INC.,18.63,2/25/2020,Food and Beverage
274635,HENRY,YAVOREK,ORGANOGENESIS INC.,13.75,2/24/2020,Food and Beverage
5572071,HEONG MIN,KIM,ORGANOGENESIS INC.,158.49,9/29/2020,Food and Beverage
5572071,HEONG MIN,KIM,ORGANOGENESIS INC.,16.15,9/29/2020,Food and Beverage
169146,HERBERT,MCREYNOLDS,ORGANOGENESIS INC.,13.85,5/6/2020,Food and Beverage
220652,HERMAN,ZARATE,ORGANOGENESIS INC.,17.39,2/7/2020,Food and Beverage
18104,HERMENEGILDO,ANGELES,ORGANOGENESIS INC.,28.42,2/21/2020,Food and Beverage
122078,HERMINIGILDO,VALLE,ORGANOGENESIS INC.,27.52,2/13/2020,Food and Beverage
122078,HERMINIGILDO,VALLE,ORGANOGENESIS INC.,17.82,10/22/2020,Food and Beverage
1075471,HERSCHELL,SERVIES,ORGANOGENESIS INC.,13.13,1/22/2020,Food and Beverage
344064,HEYER,DEVARAPALLI,ORGANOGENESIS INC.,25.58,2/27/2020,Food and Beverage
344064,HEYER,DEVARAPALLI,ORGANOGENESIS INC.,119.44,2/27/2020,Food and Beverage
246778,HILAREE,MILLIRON,ORGANOGENESIS INC.,19.79,6/8/2020,Food and Beverage
317294,HILLARY,BRUNNER,ORGANOGENESIS INC.,12.28,6/22/2020,Food and Beverage
136829,HIMACHALA,VELIGANDLA,ORGANOGENESIS INC.,20.78,9/16/2020,Food and Beverage
330731,HISHAM,ASHRY,ORGANOGENESIS INC.,48.88,10/12/2020,Food and Beverage
330731,HISHAM,ASHRY,ORGANOGENESIS INC.,17.5,5/8/2020,Food and Beverage
330731,HISHAM,ASHRY,ORGANOGENESIS INC.,30,8/13/2020,Food and Beverage
352445,HIYAD,AL HUSAINI,ORGANOGENESIS INC.,125,1/9/2020,Food and Beverage
316277,HOANG,NGUYEN,ORGANOGENESIS INC.,18.67,2/27/2020,Food and Beverage
1190398,HOLLI,WALLER,ORGANOGENESIS INC.,35.6,9/24/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,8.15,10/29/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,26.94,5/29/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,22.95,8/10/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,30.78,6/1/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,5.26,3/5/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,30.64,5/11/2020,Food and Beverage
280395,HOLTON,PEARCE,ORGANOGENESIS INC.,16.97,9/10/2020,Food and Beverage
222661,HOMER,REYES,ORGANOGENESIS INC.,14.97,2/26/2020,Food and Beverage
203614,HORACIO,ARGELES,ORGANOGENESIS INC.,26.61,6/4/2020,Food and Beverage
154751,HORST,FILTZER,ORGANOGENESIS INC.,26.5,2/17/2020,Food and Beverage
47829,HOWARD,GREEN,ORGANOGENESIS INC.,20.72,9/10/2020,Food and Beverage
162174,HOWARD,KLIMAN,ORGANOGENESIS INC.,121.54,2/12/2020,Food and Beverage
171553,HOWARD,ROESEN,ORGANOGENESIS INC.,21.21,7/16/2020,Food and Beverage
804594,HOWARD,ROSENBAUM,ORGANOGENESIS INC.,121.54,2/12/2020,Food and Beverage
17575,HOWARD,SASLOW,ORGANOGENESIS INC.,22.8,5/7/2020,Food and Beverage
211848,HOWARD,SCHULTHEISS,ORGANOGENESIS INC.,11.64,1/9/2020,Food and Beverage
211848,HOWARD,SCHULTHEISS,ORGANOGENESIS INC.,13.32,8/17/2020,Food and Beverage
211848,HOWARD,SCHULTHEISS,ORGANOGENESIS INC.,11.61,9/4/2020,Food and Beverage
211848,HOWARD,SCHULTHEISS,ORGANOGENESIS INC.,12.49,5/12/2020,Food and Beverage
211848,HOWARD,SCHULTHEISS,ORGANOGENESIS INC.,13.24,6/1/2020,Food and Beverage
342687,HOWARD,SHAPIRO,ORGANOGENESIS INC.,6.82,2/18/2020,Food and Beverage
342687,HOWARD,SHAPIRO,ORGANOGENESIS INC.,125,1/14/2020,Food and Beverage
342687,HOWARD,SHAPIRO,ORGANOGENESIS INC.,16.52,6/11/2020,Food and Beverage
342687,HOWARD,SHAPIRO,ORGANOGENESIS INC.,24.2,3/10/2020,Food and Beverage
342687,HOWARD,SHAPIRO,ORGANOGENESIS INC.,23.75,2/18/2020,Food and Beverage
342687,HOWARD,SHAPIRO,ORGANOGENESIS INC.,15.5,5/5/2020,Food and Beverage
78939,HOWARD,SUTKIN,ORGANOGENESIS INC.,11.97,8/4/2020,Food and Beverage
78939,HOWARD,SUTKIN,ORGANOGENESIS INC.,26.06,7/22/2020,Food and Beverage
78939,HOWARD,SUTKIN,ORGANOGENESIS INC.,11.97,9/15/2020,Food and Beverage
78939,HOWARD,SUTKIN,ORGANOGENESIS INC.,11.97,8/18/2020,Food and Beverage
78939,HOWARD,SUTKIN,ORGANOGENESIS INC.,13.59,6/15/2020,Food and Beverage
78939,HOWARD,SUTKIN,ORGANOGENESIS INC.,12.48,5/11/2020,Food and Beverage
2458146,HUAN,NGUYEN,ORGANOGENESIS INC.,27.58,8/27/2020,Food and Beverage
2458146,HUAN,NGUYEN,ORGANOGENESIS INC.,25.27,2/20/2020,Food and Beverage
349587,HUEY,MCDANIEL,ORGANOGENESIS INC.,60.66,6/4/2020,Food and Beverage
3339466,HUFSA,HUSSAN,Organogenesis Inc.,24.59,8/26/2020,Food and Beverage
3339466,HUFSA,HUSSAN,Organogenesis Inc.,11.18,9/30/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,19.99,5/8/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,18.37,6/19/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,13.37,5/19/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.28,3/10/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,18.71,1/14/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,19.49,1/20/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,17.23,8/18/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.94,8/25/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,15.19,10/20/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,12.01,6/9/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.83,4/28/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.95,5/5/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,15.83,2/4/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.5,6/29/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,4.93,3/2/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,17.03,9/18/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,4.4,8/10/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,14.46,4/14/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,6.06,9/14/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,18.56,2/11/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,18.17,6/30/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.08,9/29/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.67,6/2/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,13.55,5/19/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,5.8,10/23/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,15.17,3/13/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,15.69,8/4/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,13.69,8/7/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,17.93,9/4/2020,Food and Beverage
205837,HUMAYUN,WAHEED,ORGANOGENESIS INC.,16.81,6/22/2020,Food and Beverage
1276339,HUMBERTO,OLIVERO LARA,ORGANOGENESIS INC.,77.73,9/14/2020,Food and Beverage
1364005,HUONG,TRUONG,ORGANOGENESIS INC.,34.99,10/14/2020,Food and Beverage
5168711,IAN,AVEYTUA,ORGANOGENESIS INC.,76.4,3/11/2020,Food and Beverage
325384,IAN,LONERGAN,ORGANOGENESIS INC.,18.26,1/14/2020,Food and Beverage
118327,IAN,THOMPSON,ORGANOGENESIS INC.,19.37,5/27/2020,Food and Beverage
258671,IBRAHIM,GARCIA MOWATT,ORGANOGENESIS INC.,21.33,4/14/2020,Food and Beverage
148332,IFAT,KAMIN,ORGANOGENESIS INC.,145.44,7/16/2020,Food and Beverage
148332,IFAT,KAMIN,ORGANOGENESIS INC.,118.38,2/22/2020,Food and Beverage
451991,IGOR,ZILBERMAN,ORGANOGENESIS INC.,23.08,3/11/2020,Food and Beverage
451991,IGOR,ZILBERMAN,ORGANOGENESIS INC.,23.33,8/21/2020,Food and Beverage
451991,IGOR,ZILBERMAN,ORGANOGENESIS INC.,22.38,5/18/2020,Food and Beverage
330850,IKRAM,FAROOQI,ORGANOGENESIS INC.,19.37,8/18/2020,Food and Beverage
140500,ILIYA,BEYLIN,ORGANOGENESIS INC.,19.8,6/8/2020,Food and Beverage
1386950,ILYA,SHNITSER,ORGANOGENESIS INC.,26.37,6/12/2020,Food and Beverage
210039,IMAZE,DAVIS,ORGANOGENESIS INC.,22.43,6/10/2020,Food and Beverage
532827,INNA,VERZUB,ORGANOGENESIS INC.,14.97,12/2/2020,Food and Beverage
306983,INOCENCIA,CARRANO,ORGANOGENESIS INC.,21.88,7/8/2020,Food and Beverage
306983,INOCENCIA,CARRANO,ORGANOGENESIS INC.,17.62,5/19/2020,Food and Beverage
306983,INOCENCIA,CARRANO,ORGANOGENESIS INC.,18.98,2/10/2020,Food and Beverage
306983,INOCENCIA,CARRANO,ORGANOGENESIS INC.,17.94,8/26/2020,Food and Beverage
306983,INOCENCIA,CARRANO,ORGANOGENESIS INC.,14.76,1/15/2020,Food and Beverage
214968,IRA,GURLAND,ORGANOGENESIS INC.,21.18,3/9/2020,Food and Beverage
253320,IRA,KRAUS,ORGANOGENESIS INC.,7.08,9/25/2020,Food and Beverage
253320,IRA,KRAUS,ORGANOGENESIS INC.,6.16,11/14/2020,Food and Beverage
253320,IRA,KRAUS,ORGANOGENESIS INC.,16.43,11/13/2020,Food and Beverage
253320,IRA,KRAUS,ORGANOGENESIS INC.,14.63,9/25/2020,Food and Beverage
253320,IRA,KRAUS,ORGANOGENESIS INC.,15.64,11/14/2020,Food and Beverage
881502,IRINA,BELDER,ORGANOGENESIS INC.,17.11,10/23/2020,Food and Beverage
881502,IRINA,BELDER,ORGANOGENESIS INC.,21.57,8/28/2020,Food and Beverage
881502,IRINA,BELDER,ORGANOGENESIS INC.,32.21,9/25/2020,Food and Beverage
881502,IRINA,BELDER,ORGANOGENESIS INC.,29.37,7/24/2020,Food and Beverage
881502,IRINA,BELDER,ORGANOGENESIS INC.,125,2/10/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,26.82,10/7/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,26.03,10/13/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,15.2,8/25/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,5.93,10/20/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,31.26,9/1/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,2.51,9/15/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,19.7,5/22/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,37.51,9/9/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,15.58,9/15/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,31.06,8/18/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,36.31,9/23/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,38.54,10/27/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,21.13,9/29/2020,Food and Beverage
823263,IRWIN,COHEN,ORGANOGENESIS INC.,18.36,10/20/2020,Food and Beverage
1214055,IRWIN,KOFSKY,ORGANOGENESIS INC.,124.99,2/25/2020,Food and Beverage
117966,IRWIN,MALAMENT,ORGANOGENESIS INC.,12.46,4/27/2020,Food and Beverage
209297,ISAAC,MOTAMARRY,ORGANOGENESIS INC.,17.41,2/5/2020,Food and Beverage
467111,ISIN,MUSTAFA,ORGANOGENESIS INC.,27.07,2/12/2020,Food and Beverage
467111,ISIN,MUSTAFA,ORGANOGENESIS INC.,14.77,9/17/2020,Food and Beverage
67905,ISMAEL,GUERRERO,ORGANOGENESIS INC.,19.33,5/8/2020,Food and Beverage
175239,ISSAM,HALABY,ORGANOGENESIS INC.,23.15,10/29/2020,Food and Beverage
175239,ISSAM,HALABY,ORGANOGENESIS INC.,21.93,6/17/2020,Food and Beverage
1179937,IVELISSE,ROSA,ORGANOGENESIS INC.,14.81,4/8/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,17.5,1/6/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,25.85,5/4/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,10.57,1/21/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,15.67,7/9/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,17.54,5/11/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,21.12,3/30/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,26.76,6/1/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,18.89,9/10/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,17.1,6/14/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,21.76,10/5/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,16.52,6/29/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,19,2/20/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,16.97,8/17/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,22.78,10/19/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,29.5,5/18/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,16.89,4/20/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,15.34,4/6/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,26.14,8/31/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,15.55,3/16/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,27.86,7/30/2020,Food and Beverage
143149,J DOUGLAS,DUKE,ORGANOGENESIS INC.,22.15,7/20/2020,Food and Beverage
46773,JACINTO,ZAMBRANO,ORGANOGENESIS INC.,18.6,2/24/2020,Food and Beverage
67975,JACK,BONDI,ORGANOGENESIS INC.,134.58,7/15/2020,Food and Beverage
290415,JACK,FARR,ORGANOGENESIS INC.,250.18,2/5/2020,Food and Beverage
1366714,JACK,HARVEY,ORGANOGENESIS INC.,79.64,2/12/2020,Food and Beverage
1328702,JACKSON,CROUGH,ORGANOGENESIS INC.,34.54,3/27/2020,Food and Beverage
359298,JACOB,FASSMAN,ORGANOGENESIS INC.,56,2/14/2020,Food and Beverage
933031,JACOB,FREIMAN,ORGANOGENESIS INC.,99.99,1/14/2020,Food and Beverage
212513,JACOB,LAMB,ORGANOGENESIS INC.,15.68,9/29/2020,Food and Beverage
212513,JACOB,LAMB,ORGANOGENESIS INC.,13.33,8/31/2020,Food and Beverage
212513,JACOB,LAMB,ORGANOGENESIS INC.,14.96,10/13/2020,Food and Beverage
476906,JACOB,LEWIS,ORGANOGENESIS INC.,23.69,2/11/2020,Food and Beverage
716693,JACOB,ORAN,ORGANOGENESIS INC.,16.02,5/22/2020,Food and Beverage
46540,JACOB,REINKRAUT,ORGANOGENESIS INC.,121.54,2/12/2020,Food and Beverage
832423,JACOB,RICHEY,ORGANOGENESIS INC.,24.04,2/20/2020,Food and Beverage
832423,JACOB,RICHEY,ORGANOGENESIS INC.,15.38,7/2/2020,Food and Beverage
263650,JACQUELINE,BRILL,ORGANOGENESIS INC.,14.99,10/29/2020,Food and Beverage
263650,JACQUELINE,BRILL,ORGANOGENESIS INC.,17.84,9/22/2020,Food and Beverage
263650,JACQUELINE,BRILL,ORGANOGENESIS INC.,23.83,9/9/2020,Food and Beverage
787822,JACQUELINE,MONROE,ORGANOGENESIS INC.,20.6,2/11/2020,Food and Beverage
787822,JACQUELINE,MONROE,ORGANOGENESIS INC.,69.83,3/4/2020,Food and Beverage
787822,JACQUELINE,MONROE,ORGANOGENESIS INC.,13.78,10/27/2020,Food and Beverage
2948683,JACQUELINE,PREVETE,ORGANOGENESIS INC.,149.9,10/1/2020,Food and Beverage
1318002,JACQUELINE,PYLE,ORGANOGENESIS INC.,23.55,3/2/2020,Food and Beverage
1318002,JACQUELINE,PYLE,ORGANOGENESIS INC.,11.47,7/20/2020,Food and Beverage
1172224,JACQUELYN,QUERCIOLI,ORGANOGENESIS INC.,19.62,4/17/2020,Food and Beverage
1172224,JACQUELYN,QUERCIOLI,ORGANOGENESIS INC.,45.39,8/19/2020,Food and Beverage
1172224,JACQUELYN,QUERCIOLI,ORGANOGENESIS INC.,17.4,9/30/2020,Food and Beverage
1172224,JACQUELYN,QUERCIOLI,ORGANOGENESIS INC.,2.04,9/23/2020,Food and Beverage
1172224,JACQUELYN,QUERCIOLI,ORGANOGENESIS INC.,15.87,6/24/2020,Food and Beverage
1172224,JACQUELYN,QUERCIOLI,ORGANOGENESIS INC.,16.22,3/13/2020,Food and Beverage
790044,JAIME,BASTIDAS,ORGANOGENESIS INC.,91.74,2/24/2020,Food and Beverage
314081,JAIME,CARBONELL,ORGANOGENESIS INC.,24.82,4/22/2020,Food and Beverage
